credit_profile_id,customer_id,credit_score,credit_band,credit_history_years,existing_loans,total_outstanding,last_updated
8114,1114,670,Fair,5.9,1,788600,2025-06-24
8115,1115,642,Fair,8.5,2,166300,2025-07-26
8116,1116,790,Excellent,4.8,2,77400,2025-03-16
8117,1117,723,Good,5.8,1,220800,2025-12-16
8118,1118,692,Fair,10.9,2,187000,2025-09-03
8119,1119,607,Fair,9.2,1,248700,2025-09-25
8120,1120,797,Excellent,2.3,1,878600,2025-02-23
8121,1121,697,Fair,14.6,0,119400,2025-03-24
8122,1122,690,Fair,1.7,0,438600,2025-02-01
8123,1123,731,Good,2.2,0,441200,2025-01-11
8124,1124,692,Fair,10.8,1,472200,2025-08-11
8125,1125,801,Excellent,10.9,1,561000,2025-12-19
8126,1126,766,Excellent,1.3,1,54800,2025-02-24
8127,1127,648,Fair,10.0,3,517000,2025-10-13
8128,1128,697,Fair,1.5,1,297300,2025-03-09
8129,1129,646,Fair,14.5,1,161200,2025-11-08
8130,1130,832,Excellent,10.7,0,1328500,2025-03-30
8131,1131,636,Fair,3.6,2,670100,2025-04-08
8132,1132,681,Fair,3.2,1,144600,2025-01-17
8133,1133,717,Good,9.0,0,195400,2025-06-10
8134,1134,728,Good,9.9,2,792800,2025-09-12
8135,1135,741,Good,12.6,1,291800,2025-06-07
8136,1136,750,Excellent,13.6,4,93300,2025-09-26
8137,1137,742,Good,6.5,1,1458700,2025-02-01
8138,1138,658,Fair,12.8,2,240500,2025-03-28
8139,1139,649,Fair,8.6,2,308300,2025-04-03
8140,1140,693,Fair,7.6,1,453500,2025-10-17
8141,1141,649,Fair,10.8,1,141300,2025-03-24
8142,1142,641,Fair,2.4,0,963800,2025-09-25
8143,1143,658,Fair,4.7,0,130100,2025-01-04
8144,1144,848,Excellent,12.4,0,372400,2025-03-30
8145,1145,806,Excellent,8.1,2,186800,2025-06-03
8146,1146,672,Fair,13.7,0,782400,2025-03-23
8147,1147,535,Poor,2.2,1,500100,2025-07-11
8148,1148,646,Fair,5.4,1,255600,2025-06-07
8149,1149,756,Excellent,6.0,1,74300,2025-09-10
8150,1150,573,Poor,6.9,2,421500,2025-10-16
8151,1151,735,Good,14.8,1,341900,2025-09-13
8152,1152,730,Good,5.3,2,74800,2025-06-08
8153,1153,691,Fair,8.3,0,360600,2025-11-08
8154,1154,687,Fair,8.5,1,542700,2025-03-03
8155,1155,622,Fair,11.8,2,318000,2025-10-14
8156,1156,742,Good,8.3,3,191700,2025-10-07
8157,1157,713,Good,9.5,2,1032100,2025-03-10
8158,1158,654,Fair,11.5,1,1551100,2025-12-20
8159,1159,631,Fair,2.4,0,110200,2025-09-22
8160,1160,600,Fair,14.5,3,758200,2025-01-08
8161,1161,718,Good,12.8,3,441000,2025-04-17
8162,1162,675,Fair,6.4,1,173300,2025-04-03
8163,1163,676,Fair,11.2,1,247900,2025-08-15
8164,1164,573,Poor,11.7,2,258200,2025-03-10
8165,1165,608,Fair,12.9,1,772100,2025-10-29
8166,1166,600,Fair,3.6,1,201200,2025-05-18
8167,1167,748,Good,10.9,0,57700,2025-12-24
8168,1168,703,Good,1.5,1,247600,2025-11-26
8169,1169,669,Fair,2.6,1,696900,2025-05-19
8170,1170,773,Excellent,11.9,3,873000,2025-04-26
8171,1171,762,Excellent,12.4,1,207100,2025-01-08
8172,1172,773,Excellent,9.3,2,460600,2025-03-09
8173,1173,672,Fair,9.1,0,887700,2025-05-26
8174,1174,584,Poor,11.5,1,540100,2025-09-07
8175,1175,818,Excellent,13.7,0,1924700,2025-09-07
8176,1176,729,Good,6.9,0,1051000,2025-01-03
8177,1177,731,Good,2.6,1,203600,2025-12-30
8178,1178,741,Good,12.7,1,274300,2025-05-08
8179,1179,850,Excellent,5.8,2,1382100,2025-04-30
8180,1180,682,Fair,2.9,0,104500,2025-07-19
8181,1181,798,Excellent,9.6,1,282200,2025-08-26
8182,1182,626,Fair,9.1,1,1662800,2025-02-24
8183,1183,751,Excellent,7.6,0,1866100,2025-03-11
8184,1184,824,Excellent,13.0,0,391000,2025-12-22
8185,1185,686,Fair,4.8,0,66900,2025-10-15
8186,1186,546,Poor,1.2,0,217500,2025-09-19
8187,1187,733,Good,5.5,2,575100,2025-07-29
8188,1188,674,Fair,1.1,0,147000,2025-08-25
8189,1189,753,Excellent,8.6,3,2475800,2025-08-06
8190,1190,655,Fair,6.3,2,242700,2025-07-31
8191,1191,850,Excellent,12.4,4,993000,2025-01-16
8192,1192,698,Fair,12.2,0,269200,2025-08-01
8193,1193,749,Good,7.1,0,396900,2025-09-27
8194,1194,615,Fair,4.0,1,299500,2025-11-14
8195,1195,602,Fair,6.9,0,180800,2025-05-26
8196,1196,593,Poor,10.0,3,209200,2025-09-21
8197,1197,593,Poor,3.7,0,563600,2025-05-13
8198,1198,741,Good,11.8,0,248000,2025-12-10
8199,1199,645,Fair,5.6,1,201900,2025-10-24
8200,1200,595,Poor,14.1,1,521200,2025-11-11
8201,1201,638,Fair,8.2,0,1188400,2025-01-09
8202,1202,743,Good,12.9,3,1403700,2025-02-11
8203,1203,741,Good,9.6,0,122500,2025-01-18
8204,1204,765,Excellent,8.8,3,149100,2025-10-29
8205,1205,669,Fair,10.5,2,964200,2025-07-29
8206,1206,840,Excellent,12.4,0,192300,2025-10-11
8207,1207,771,Excellent,10.0,1,242300,2025-10-20
8208,1208,602,Fair,12.2,2,89200,2025-11-26
8209,1209,751,Excellent,3.7,2,572300,2025-10-03
8210,1210,691,Fair,4.9,0,292000,2025-08-03
8211,1211,678,Fair,4.2,1,780100,2025-08-23
8212,1212,691,Fair,12.2,1,618700,2025-05-28
8213,1213,640,Fair,2.2,0,773600,2025-02-19
8214,1214,766,Excellent,12.1,2,782000,2025-05-13
8215,1215,647,Fair,6.4,1,211800,2025-07-07
8216,1216,648,Fair,2.1,2,296400,2025-03-14
8217,1217,747,Good,6.9,2,360600,2025-10-26
8218,1218,850,Excellent,5.2,1,330500,2025-04-15
8219,1219,653,Fair,9.3,4,556900,2025-10-19
8220,1220,597,Poor,7.6,1,198100,2025-08-20
8221,1221,775,Excellent,5.2,1,398400,2025-04-11
8222,1222,705,Good,13.1,2,178500,2025-09-16
8223,1223,728,Good,6.7,1,377000,2025-10-19
8224,1224,693,Fair,7.6,0,417400,2025-04-22
8225,1225,735,Good,12.9,1,103900,2025-02-14
8226,1226,717,Good,2.2,3,412600,2025-04-10
8227,1227,651,Fair,6.5,2,1025000,2025-06-06
8228,1228,743,Good,6.6,0,783300,2025-08-13
8229,1229,728,Good,7.9,1,103800,2025-03-14
8230,1230,662,Fair,2.5,2,96200,2025-03-10
8231,1231,677,Fair,2.4,0,481400,2025-06-21
8232,1232,631,Fair,6.8,2,344000,2025-08-12
8233,1233,725,Good,1.5,0,261700,2025-02-18
8234,1234,725,Good,4.6,0,31900,2025-08-24
8235,1235,687,Fair,3.8,0,119100,2025-04-19
8236,1236,605,Fair,7.9,0,958600,2025-09-30
8237,1237,538,Poor,1.2,0,438200,2025-06-07
8238,1238,673,Fair,10.5,1,1794800,2025-08-27
8239,1239,708,Good,13.0,0,655000,2025-01-04
8240,1240,738,Good,10.9,0,403700,2025-07-23
8241,1241,775,Excellent,12.5,2,73100,2025-03-25
8242,1242,663,Fair,10.0,2,405700,2025-08-02
8243,1243,571,Poor,8.1,1,276600,2025-12-25
8244,1244,651,Fair,4.1,1,108900,2025-03-03
8245,1245,850,Excellent,4.9,0,963800,2025-02-27
8246,1246,813,Excellent,5.4,0,317200,2025-06-21
8247,1247,722,Good,1.5,2,436200,2025-11-10
8248,1248,658,Fair,13.8,1,142500,2025-12-28
8249,1249,683,Fair,13.6,0,415500,2025-09-09
8250,1250,819,Excellent,2.5,0,259400,2025-11-24
8251,1251,706,Good,8.8,1,2341100,2025-05-17
8252,1252,661,Fair,7.5,1,182600,2025-08-26
8253,1253,789,Excellent,10.6,1,160200,2025-01-06
8254,1254,544,Poor,9.4,0,377600,2025-10-02
8255,1255,615,Fair,2.7,2,244500,2025-03-27
8256,1256,630,Fair,10.2,0,371900,2025-05-28
8257,1257,765,Excellent,9.5,1,1315300,2025-03-05
8258,1258,648,Fair,8.4,2,124600,2025-06-04
8259,1259,557,Poor,6.6,0,332100,2025-05-15
8260,1260,638,Fair,14.4,1,170900,2025-04-28
8261,1261,655,Fair,12.9,1,164700,2025-01-24
8262,1262,685,Fair,9.2,1,265000,2025-09-21
8263,1263,700,Good,1.1,0,302800,2025-11-19
8264,1264,763,Excellent,7.0,0,1489200,2025-01-11
8265,1265,667,Fair,10.8,0,187300,2025-12-22
8266,1266,646,Fair,2.6,0,240100,2025-03-07
8267,1267,694,Fair,6.7,1,56200,2025-09-20
8268,1268,708,Good,3.7,0,451900,2025-01-24
8269,1269,645,Fair,5.7,0,334800,2025-11-15
8270,1270,562,Poor,1.4,0,512500,2025-11-24
8271,1271,653,Fair,2.8,3,372800,2025-05-21
8272,1272,751,Excellent,7.4,0,58700,2025-08-19
8273,1273,684,Fair,13.6,0,1430300,2025-03-29
8274,1274,783,Excellent,7.9,0,393800,2025-04-26
8275,1275,728,Good,7.3,2,418900,2025-10-07
8276,1276,650,Fair,12.0,0,1462500,2025-02-07
8277,1277,800,Excellent,4.7,2,193300,2025-07-18
8278,1278,625,Fair,2.3,2,86300,2025-09-23
8279,1279,564,Poor,3.9,0,112700,2025-06-07
8280,1280,716,Good,12.1,0,291300,2025-08-19
8281,1281,631,Fair,10.5,1,270800,2025-12-10
8282,1282,686,Fair,2.3,2,1296300,2025-10-10
8283,1283,610,Fair,10.3,2,426100,2025-10-13
8284,1284,690,Fair,14.0,3,81000,2025-05-08
8285,1285,726,Good,1.6,1,162500,2025-07-26
8286,1286,737,Good,9.6,2,175600,2025-09-15
8287,1287,605,Fair,6.3,2,236200,2025-09-21
8288,1288,588,Poor,8.0,0,159700,2025-05-25
8289,1289,720,Good,8.4,0,100300,2025-02-17
8290,1290,662,Fair,11.8,1,343100,2025-03-05
8291,1291,648,Fair,8.8,1,198600,2025-07-08
8292,1292,681,Fair,9.3,0,96400,2025-05-21
8293,1293,677,Fair,5.7,1,1271000,2025-08-16
8294,1294,718,Good,2.8,1,283200,2025-04-17
8295,1295,727,Good,10.6,0,1798900,2025-05-10
8296,1296,764,Excellent,1.0,1,826900,2025-12-06
8297,1297,671,Fair,5.6,1,198100,2025-05-31
8298,1298,765,Excellent,4.1,1,1580100,2025-08-01
8299,1299,734,Good,6.4,1,811400,2025-08-11
8300,1300,755,Excellent,5.4,1,178400,2025-01-16
8301,1301,607,Fair,10.9,0,226000,2025-05-21
8302,1302,682,Fair,4.6,2,392600,2025-09-15
8303,1303,832,Excellent,8.9,0,247200,2025-04-24
8304,1304,587,Poor,7.4,2,759000,2025-11-17
8305,1305,824,Excellent,12.2,1,427200,2025-01-26
8306,1306,821,Excellent,7.0,1,771300,2025-10-13
8307,1307,745,Good,13.1,0,530700,2025-02-07
8308,1308,589,Poor,1.0,1,162800,2025-01-25
8309,1309,674,Fair,9.5,1,70100,2025-02-21
8310,1310,749,Good,1.1,1,155600,2025-12-05
8311,1311,591,Poor,11.0,2,2008300,2025-04-01
8312,1312,741,Good,4.3,2,724600,2025-05-18
8313,1313,698,Fair,6.3,0,334000,2025-07-28
8314,1314,647,Fair,6.3,1,1048100,2025-03-02
8315,1315,606,Fair,12.8,4,309100,2025-04-21
8316,1316,799,Excellent,2.4,2,332300,2025-09-15
8317,1317,748,Good,10.3,2,423900,2025-12-03
8318,1318,678,Fair,14.7,1,207300,2025-05-15
8319,1319,693,Fair,1.3,0,134800,2025-03-01
8320,1320,670,Fair,14.5,1,444600,2025-07-08
8321,1321,554,Poor,1.3,1,305800,2025-12-02
8322,1322,787,Excellent,12.8,1,242300,2025-04-23
8323,1323,706,Good,14.5,1,485900,2025-01-27
8324,1324,762,Excellent,14.9,1,213600,2025-01-01
8325,1325,656,Fair,7.4,5,609900,2025-08-02
8326,1326,697,Fair,13.1,1,101300,2025-03-27
8327,1327,714,Good,2.7,1,95200,2025-06-04
8328,1328,767,Excellent,7.0,3,91500,2025-03-21
8329,1329,824,Excellent,5.3,3,303100,2025-03-01
8330,1330,664,Fair,6.5,0,89500,2025-11-05
8331,1331,664,Fair,10.8,1,1438200,2025-02-05
8332,1332,672,Fair,2.2,0,1390500,2025-10-18
8333,1333,645,Fair,15.0,1,428500,2025-10-16
8334,1334,850,Excellent,9.9,1,691100,2025-11-21
8335,1335,564,Poor,13.2,0,139400,2025-12-29
8336,1336,850,Excellent,12.6,4,851300,2025-06-24
8337,1337,738,Good,11.7,2,228000,2025-12-20
8338,1338,684,Fair,1.5,1,286700,2025-12-18
8339,1339,627,Fair,8.2,2,251800,2025-03-30
8340,1340,687,Fair,5.6,1,158000,2025-02-28
8341,1341,648,Fair,2.6,1,507100,2025-03-02
8342,1342,794,Excellent,5.8,2,184400,2025-08-30
8343,1343,737,Good,10.0,2,236700,2025-10-10
8344,1344,815,Excellent,4.2,0,38900,2025-08-13
8345,1345,668,Fair,7.2,2,420400,2025-08-10
8346,1346,701,Good,6.7,0,273500,2025-03-31
8347,1347,683,Fair,1.7,1,128800,2025-01-15
8348,1348,662,Fair,9.8,2,242100,2025-12-31
8349,1349,613,Fair,9.7,1,197300,2025-07-04
8350,1350,744,Good,14.5,3,74600,2025-07-23
8351,1351,716,Good,5.2,1,1293400,2025-02-10
8352,1352,686,Fair,6.9,1,1073000,2025-06-20
8353,1353,728,Good,6.7,3,570300,2025-09-25
8354,1354,659,Fair,13.9,1,923300,2025-07-15
8355,1355,691,Fair,6.7,0,191600,2025-09-07
8356,1356,755,Excellent,7.2,0,297600,2025-07-14
8357,1357,765,Excellent,4.5,2,185300,2025-08-18
8358,1358,805,Excellent,1.0,2,376300,2025-04-06
8359,1359,607,Fair,2.5,1,708200,2025-08-06
8360,1360,618,Fair,10.9,1,280400,2025-01-04
8361,1361,604,Fair,10.6,0,94100,2025-01-05
8362,1362,641,Fair,5.5,1,435700,2025-02-15
8363,1363,665,Fair,7.6,3,174000,2025-11-27
8364,1364,723,Good,5.2,0,695000,2025-05-06
8365,1365,777,Excellent,11.2,1,1621400,2025-05-17
8366,1366,660,Fair,12.8,0,783300,2025-05-16
8367,1367,733,Good,13.6,0,247100,2025-11-10
8368,1368,786,Excellent,3.4,2,332600,2025-12-25
8369,1369,656,Fair,10.7,0,275300,2025-11-15
8370,1370,669,Fair,14.5,2,133700,2025-07-08
8371,1371,695,Fair,10.1,0,186100,2025-05-23
8372,1372,564,Poor,5.9,0,261600,2025-03-14
8373,1373,728,Good,9.9,0,245500,2025-06-27
8374,1374,600,Fair,10.6,2,99700,2025-12-16
8375,1375,749,Good,6.6,2,312400,2025-08-14
8376,1376,658,Fair,2.5,0,284600,2025-10-05
8377,1377,652,Fair,9.5,0,39500,2025-08-26
8378,1378,617,Fair,12.2,2,268300,2025-04-04
8379,1379,731,Good,15.0,1,36200,2025-11-26
8380,1380,730,Good,4.1,2,120000,2025-07-16
8381,1381,656,Fair,10.8,0,103400,2025-03-05
8382,1382,825,Excellent,1.4,1,243500,2025-05-30
8383,1383,693,Fair,14.6,0,162400,2025-05-21
8384,1384,689,Fair,1.2,1,221500,2025-08-19
8385,1385,694,Fair,6.0,0,1655600,2025-09-02
8386,1386,639,Fair,2.1,3,125600,2025-10-30
8387,1387,615,Fair,9.7,2,807100,2025-12-13
8388,1388,662,Fair,5.8,2,514200,2025-10-04
8389,1389,738,Good,11.3,3,423200,2025-01-31
8390,1390,551,Poor,7.8,1,909300,2025-02-07
8391,1391,578,Poor,6.9,0,199100,2025-02-08
8392,1392,644,Fair,5.9,2,262300,2025-06-13
8393,1393,555,Poor,2.2,0,140000,2025-12-22
8394,1394,584,Poor,3.9,1,35100,2025-09-24
8395,1395,751,Excellent,9.9,2,329600,2025-03-10
8396,1396,657,Fair,8.0,0,1411800,2025-10-17
8397,1397,627,Fair,2.0,1,86400,2025-08-17
8398,1398,700,Good,8.6,0,94500,2025-09-18
8399,1399,699,Fair,1.8,1,392900,2025-01-20
8400,1400,777,Excellent,8.2,1,244800,2025-03-04
8401,1401,557,Poor,14.5,1,1159000,2025-10-28
8402,1402,621,Fair,5.3,1,189400,2025-06-19
8403,1403,645,Fair,11.1,2,1191400,2025-01-13
8404,1404,719,Good,11.4,1,447700,2025-05-17
8405,1405,850,Excellent,6.7,2,829700,2025-08-12
8406,1406,734,Good,9.3,1,145600,2025-04-04
8407,1407,670,Fair,7.6,4,245600,2025-06-26
8408,1408,599,Poor,5.0,1,347400,2025-12-14
8409,1409,590,Poor,11.6,2,412100,2025-12-23
8410,1410,758,Excellent,10.8,2,155700,2025-06-05
8411,1411,630,Fair,13.6,0,190800,2025-05-01
8412,1412,663,Fair,9.7,0,1200200,2025-06-20
8413,1413,814,Excellent,6.4,1,675800,2025-07-17
8414,1414,561,Poor,11.0,0,99200,2025-06-18
8415,1415,710,Good,9.7,1,380500,2025-06-21
8416,1416,622,Fair,9.6,0,890500,2025-06-06
8417,1417,813,Excellent,12.9,2,155200,2025-11-20
8418,1418,620,Fair,13.7,0,482800,2025-07-29
8419,1419,740,Good,3.5,4,501400,2025-10-08
8420,1420,554,Poor,5.4,0,65600,2025-07-15
8421,1421,806,Excellent,10.1,0,149200,2025-09-27
8422,1422,759,Excellent,8.8,0,186600,2025-07-06
8423,1423,648,Fair,10.1,1,300000,2025-03-03
8424,1424,719,Good,7.1,1,182900,2025-05-25
8425,1425,762,Excellent,6.8,1,427200,2025-08-14
8426,1426,701,Good,2.6,0,224900,2025-04-27
8427,1427,661,Fair,9.7,3,73700,2025-07-25
8428,1428,683,Fair,3.5,0,26100,2025-12-22
8429,1429,698,Fair,10.4,1,184800,2025-03-07
8430,1430,694,Fair,14.5,0,344700,2025-10-28
8431,1431,723,Good,4.6,1,298700,2025-11-23
8432,1432,613,Fair,3.0,4,113100,2025-01-28
8433,1433,641,Fair,1.3,2,634900,2025-11-11
8434,1434,661,Fair,6.3,1,209600,2025-09-21
8435,1435,725,Good,4.0,1,645400,2025-08-09
8436,1436,575,Poor,7.9,0,668400,2025-01-10
8437,1437,702,Good,8.3,0,627600,2025-10-04
8438,1438,749,Good,5.9,0,533500,2025-10-18
8439,1439,694,Fair,11.5,3,102900,2025-01-04
8440,1440,696,Fair,13.7,0,250000,2025-06-30
8441,1441,667,Fair,4.0,0,1148100,2025-03-26
8442,1442,695,Fair,12.7,1,240100,2025-01-25
8443,1443,657,Fair,2.8,2,75000,2025-01-20
8444,1444,678,Fair,4.2,3,571400,2025-07-18
8445,1445,657,Fair,8.9,2,486600,2025-07-18
8446,1446,677,Fair,5.3,1,271700,2025-04-06
8447,1447,666,Fair,1.6,3,231900,2025-04-06
8448,1448,601,Fair,5.1,1,369400,2025-10-05
8449,1449,577,Poor,13.7,0,590400,2025-02-18
8450,1450,696,Fair,3.4,1,322200,2025-03-30
8451,1451,735,Good,11.7,1,506000,2025-01-06
8452,1452,807,Excellent,11.1,1,1344200,2025-05-26
8453,1453,772,Excellent,2.5,2,235100,2025-01-12
8454,1454,758,Excellent,5.6,2,3374800,2025-01-28
8455,1455,707,Good,3.7,1,1537300,2025-10-02
8456,1456,699,Fair,1.3,2,196000,2025-02-12
8457,1457,631,Fair,3.4,0,1882000,2025-04-09
8458,1458,622,Fair,3.8,0,185500,2025-05-23
8459,1459,704,Good,3.3,1,2691100,2025-10-19
8460,1460,627,Fair,2.3,1,238100,2025-04-07
8461,1461,683,Fair,8.4,1,476700,2025-03-26
8462,1462,503,Poor,5.5,1,468400,2025-10-25
8463,1463,725,Good,13.7,2,212600,2025-04-01
8464,1464,612,Fair,3.6,0,449500,2025-10-28
8465,1465,583,Poor,9.4,3,852600,2025-01-30
8466,1466,744,Good,13.6,0,324000,2025-10-22
8467,1467,762,Excellent,1.7,1,379700,2025-06-23
8468,1468,684,Fair,8.2,1,622600,2025-07-05
8469,1469,636,Fair,7.3,1,110400,2025-01-30
8470,1470,744,Good,14.0,2,323600,2025-09-08
8471,1471,632,Fair,10.3,3,931000,2025-04-19
8472,1472,678,Fair,5.9,0,233600,2025-08-01
8473,1473,791,Excellent,11.0,0,514500,2025-08-06
8474,1474,718,Good,9.2,1,67500,2025-12-10
8475,1475,687,Fair,5.9,0,329500,2025-07-01
8476,1476,669,Fair,12.0,0,264400,2025-12-08
8477,1477,693,Fair,10.4,0,313900,2025-02-06
8478,1478,710,Good,1.1,0,258100,2025-12-12
8479,1479,606,Fair,13.1,0,913100,2025-05-30
8480,1480,781,Excellent,6.6,1,132500,2025-04-07
8481,1481,656,Fair,10.0,0,218900,2025-01-24
8482,1482,675,Fair,6.6,2,148300,2025-11-21
8483,1483,751,Excellent,13.3,0,91400,2025-12-10
8484,1484,679,Fair,10.1,0,282000,2025-12-21
8485,1485,756,Excellent,9.1,1,128600,2025-05-02
8486,1486,686,Fair,14.7,2,374200,2025-03-27
8487,1487,697,Fair,4.9,3,383200,2025-06-10
8488,1488,706,Good,1.9,1,345900,2025-01-17
8489,1489,718,Good,8.2,2,504600,2025-09-01
8490,1490,732,Good,6.9,3,36600,2025-09-25
8491,1491,769,Excellent,7.4,1,1152400,2025-10-13
8492,1492,764,Excellent,9.7,1,284200,2025-08-06
8493,1493,631,Fair,9.6,0,556300,2025-01-06
8494,1494,799,Excellent,6.5,4,122100,2025-09-24
8495,1495,562,Poor,13.1,0,95200,2025-08-23
